lich_su_id,user_id,book_id,ngay_bat_dau,ngay_ket_thuc,diem_danh_gia,review_text,trang_thai,phan_tram_hoan_thanh,sentiment,reading_id,so_trang_doc,thoi_gian_doc_phut
,11,25,2024-03-05 00:00:00,,,,,,,257.0,130.0,80.0
,11,21,2024-04-14 00:00:00,,,,,,,258.0,39.0,105.0
,12,28,2023-12-25 00:00:00,,,,,,,259.0,248.0,109.0
,12,21,2024-09-12 00:00:00,,,,,,,260.0,277.0,61.0
,12,15,2023-09-26 00:00:00,,,,,,,261.0,88.0,174.0
,12,19,2024-05-08 00:00:00,,,,,,,262.0,160.0,90.0
,12,34,2024-10-17 00:00:00,,,,,,,263.0,74.0,24.0
,12,30,2023-12-20 00:00:00,,,,,,,264.0,77.0,112.0
,13,39,2023-09-04 00:00:00,,,,,,,265.0,111.0,71.0
,13,46,2023-03-15 00:00:00,,,,,,,266.0,270.0,132.0
,13,26,2024-07-25 00:00:00,,,,,,,267.0,29.0,106.0
,14,33,2024-10-06 00:00:00,,,,,,,268.0,105.0,80.0
,14,44,2025-01-24 00:00:00,,,,,,,269.0,149.0,135.0
,14,30,2023-08-17 00:00:00,,,,,,,270.0,41.0,42.0
,14,15,2024-08-22 00:00:00,,,,,,,271.0,10.0,6.0
,14,9,2024-02-27 00:00:00,,,,,,,272.0,90.0,89.0
,14,21,2024-11-17 00:00:00,,,,,,,273.0,91.0,99.0
,15,19,2023-08-12 00:00:00,,,,,,,274.0,208.0,21.0
,15,47,2025-01-15 00:00:00,,,,,,,275.0,133.0,144.0
,15,6,2023-09-22 00:00:00,,,,,,,276.0,252.0,177.0
,16,3,2024-08-26 00:00:00,,,,,,,277.0,129.0,92.0
,16,41,2025-03-10 00:00:00,,,,,,,278.0,96.0,12.0
,16,3,2024-09-27 00:00:00,,,,,,,279.0,22.0,27.0
,17,24,2024-04-26 00:00:00,,,,,,,280.0,237.0,180.0
,17,22,2023-10-03 00:00:00,,,,,,,281.0,79.0,121.0
,17,15,2023-11-29 00:00:00,,,,,,,282.0,129.0,33.0
,17,26,2024-01-26 00:00:00,,,,,,,283.0,117.0,125.0
,17,34,2023-10-21 00:00:00,,,,,,,284.0,143.0,180.0
,17,20,2023-03-29 00:00:00,,,,,,,285.0,38.0,27.0
,18,12,2023-05-09 00:00:00,,,,,,,286.0,38.0,98.0
,18,41,2025-02-06 00:00:00,,,,,,,287.0,287.0,9.0
,18,6,2024-07-22 00:00:00,,,,,,,288.0,69.0,60.0
,18,14,2023-02-10 00:00:00,,,,,,,289.0,12.0,91.0
,18,15,2024-05-12 00:00:00,,,,,,,290.0,274.0,36.0
,19,8,2023-04-07 00:00:00,,,,,,,291.0,85.0,95.0
,19,46,2024-01-15 00:00:00,,,,,,,292.0,13.0,82.0
,19,33,2024-10-15 00:00:00,,,,,,,293.0,42.0,100.0
,19,37,2023-09-14 00:00:00,,,,,,,294.0,141.0,133.0
,19,41,2025-02-02 00:00:00,,,,,,,295.0,86.0,11.0
,19,9,2024-01-19 00:00:00,,,,,,,296.0,221.0,139.0
,19,32,2025-01-13 00:00:00,,,,,,,297.0,196.0,133.0
,19,8,2023-06-17 00:00:00,,,,,,,298.0,277.0,5.0
,20,46,2024-10-12 00:00:00,,,,,,,299.0,60.0,78.0
,20,36,2024-05-02 00:00:00,,,,,,,300.0,225.0,156.0
,20,38,2024-11-19 00:00:00,,,,,,,301.0,192.0,176.0
,20,39,2023-04-08 00:00:00,,,,,,,302.0,201.0,161.0
,21,45,2024-01-15 00:00:00,,,,,,,303.0,231.0,112.0
,21,3,2024-02-02 00:00:00,,,,,,,304.0,65.0,39.0
,21,21,2023-02-12 00:00:00,,,,,,,305.0,257.0,87.0
,21,22,2023-06-07 00:00:00,,,,,,,306.0,252.0,168.0
,21,41,2023-06-29 00:00:00,,,,,,,307.0,97.0,180.0
,22,44,2024-07-12 00:00:00,,,,,,,308.0,127.0,152.0
,22,21,2024-01-02 00:00:00,,,,,,,309.0,113.0,48.0
,22,46,2023-11-11 00:00:00,,,,,,,310.0,253.0,135.0
,23,19,2025-02-04 00:00:00,,,,,,,311.0,260.0,25.0
,23,19,2023-09-27 00:00:00,,,,,,,312.0,33.0,7.0
,23,10,2023-12-05 00:00:00,,,,,,,313.0,65.0,88.0
,23,8,2024-11-08 00:00:00,,,,,,,314.0,235.0,20.0
,23,25,2024-01-21 00:00:00,,,,,,,315.0,63.0,82.0
,24,17,2024-09-22 00:00:00,,,,,,,316.0,121.0,69.0
,24,45,2024-03-22 00:00:00,,,,,,,317.0,176.0,156.0
,24,38,2023-03-06 00:00:00,,,,,,,318.0,240.0,90.0
,24,18,2024-04-17 00:00:00,,,,,,,319.0,253.0,142.0
,24,47,2024-09-01 00:00:00,,,,,,,320.0,232.0,89.0
,24,23,2023-08-07 00:00:00,,,,,,,321.0,45.0,86.0
,24,9,2023-07-13 00:00:00,,,,,,,322.0,84.0,65.0
,25,1,2023-04-01 00:00:00,,,,,,,323.0,163.0,180.0
,25,46,2023-01-19 00:00:00,,,,,,,324.0,84.0,6.0
,25,49,2023-05-21 00:00:00,,,,,,,325.0,160.0,141.0
,25,36,2024-09-30 00:00:00,,,,,,,326.0,169.0,126.0
,25,22,2024-10-08 00:00:00,,,,,,,327.0,204.0,137.0
,26,6,2023-01-04 00:00:00,,,,,,,328.0,83.0,87.0
,26,14,2025-02-24 00:00:00,,,,,,,329.0,160.0,46.0
,26,2,2024-04-06 00:00:00,,,,,,,330.0,257.0,72.0
,26,41,2025-02-22 00:00:00,,,,,,,331.0,159.0,85.0
,26,33,2023-03-22 00:00:00,,,,,,,332.0,64.0,87.0
,26,18,2024-10-01 00:00:00,,,,,,,333.0,12.0,151.0
,26,30,2023-01-02 00:00:00,,,,,,,334.0,136.0,60.0
,26,17,2023-11-16 00:00:00,,,,,,,335.0,210.0,59.0
,27,41,2024-08-11 00:00:00,,,,,,,336.0,280.0,61.0
,27,17,2024-01-16 00:00:00,,,,,,,337.0,143.0,35.0
,27,43,2023-03-13 00:00:00,,,,,,,338.0,171.0,68.0
,28,10,2024-12-21 00:00:00,,,,,,,339.0,67.0,96.0
,28,24,2024-12-21 00:00:00,,,,,,,340.0,194.0,15.0
,28,32,2024-03-08 00:00:00,,,,,,,341.0,210.0,20.0
,28,11,2024-07-06 00:00:00,,,,,,,342.0,251.0,39.0
,28,42,2023-08-23 00:00:00,,,,,,,343.0,78.0,44.0
,28,46,2024-07-31 00:00:00,,,,,,,344.0,89.0,173.0
,28,39,2023-03-29 00:00:00,,,,,,,345.0,135.0,173.0
,28,29,2024-08-14 00:00:00,,,,,,,346.0,97.0,30.0
,29,36,2023-11-02 00:00:00,,,,,,,347.0,53.0,156.0
,29,3,2023-01-29 00:00:00,,,,,,,348.0,15.0,127.0
,29,24,2023-10-13 00:00:00,,,,,,,349.0,210.0,62.0
,29,5,2023-07-30 00:00:00,,,,,,,350.0,263.0,118.0
,29,50,2024-08-25 00:00:00,,,,,,,351.0,99.0,142.0
,29,27,2023-06-29 00:00:00,,,,,,,352.0,248.0,163.0
,30,11,2024-10-06 00:00:00,,,,,,,353.0,242.0,178.0
,30,45,2023-12-06 00:00:00,,,,,,,354.0,126.0,154.0
,30,29,2024-07-29 00:00:00,,,,,,,355.0,155.0,24.0
,31,31,2024-10-25 00:00:00,,,,,,,356.0,239.0,14.0
,31,38,2023-03-18 00:00:00,,,,,,,357.0,50.0,84.0
,31,42,2024-10-07 00:00:00,,,,,,,358.0,285.0,78.0
,31,27,2024-11-05 00:00:00,,,,,,,359.0,86.0,52.0
,31,36,2023-11-26 00:00:00,,,,,,,360.0,254.0,46.0
,31,29,2023-08-19 00:00:00,,,,,,,361.0,60.0,140.0
,32,40,2024-06-07 00:00:00,,,,,,,362.0,260.0,161.0
,32,48,2024-04-30 00:00:00,,,,,,,363.0,114.0,92.0
,32,46,2024-03-14 00:00:00,,,,,,,364.0,239.0,180.0
,33,25,2023-08-18 00:00:00,,,,,,,365.0,161.0,91.0
,33,12,2023-05-29 00:00:00,,,,,,,366.0,154.0,134.0
,33,35,2023-11-24 00:00:00,,,,,,,367.0,34.0,34.0
,33,2,2024-04-01 00:00:00,,,,,,,368.0,39.0,160.0
,33,2,2023-09-05 00:00:00,,,,,,,369.0,292.0,92.0
,33,16,2024-06-18 00:00:00,,,,,,,370.0,99.0,22.0
,33,26,2024-08-08 00:00:00,,,,,,,371.0,69.0,31.0
,33,24,2023-05-22 00:00:00,,,,,,,372.0,170.0,180.0
,34,28,2024-11-29 00:00:00,,,,,,,373.0,254.0,176.0
,34,22,2024-11-05 00:00:00,,,,,,,374.0,264.0,160.0
,34,38,2024-11-03 00:00:00,,,,,,,375.0,223.0,137.0
,34,50,2024-10-15 00:00:00,,,,,,,376.0,18.0,144.0
,34,27,2023-05-09 00:00:00,,,,,,,377.0,265.0,36.0
,34,30,2023-08-26 00:00:00,,,,,,,378.0,250.0,180.0
,35,46,2024-01-19 00:00:00,,,,,,,379.0,298.0,15.0
,35,16,2024-07-02 00:00:00,,,,,,,380.0,64.0,13.0
,35,7,2025-01-10 00:00:00,,,,,,,381.0,65.0,34.0
,35,16,2024-05-11 00:00:00,,,,,,,382.0,266.0,109.0
,35,5,2024-08-24 00:00:00,,,,,,,383.0,254.0,133.0
,36,16,2023-10-12 00:00:00,,,,,,,384.0,285.0,146.0
,36,2,2023-06-14 00:00:00,,,,,,,385.0,157.0,42.0
,36,19,2023-11-15 00:00:00,,,,,,,386.0,291.0,155.0
,36,40,2024-02-25 00:00:00,,,,,,,387.0,96.0,29.0
,36,42,2024-11-27 00:00:00,,,,,,,388.0,248.0,110.0
,36,27,2024-01-03 00:00:00,,,,,,,389.0,258.0,123.0
,36,43,2023-07-02 00:00:00,,,,,,,390.0,39.0,117.0
,36,13,2023-04-13 00:00:00,,,,,,,391.0,152.0,59.0
,37,13,2023-09-27 00:00:00,,,,,,,392.0,197.0,155.0
,37,7,2023-05-25 00:00:00,,,,,,,393.0,74.0,19.0
,37,45,2023-07-12 00:00:00,,,,,,,394.0,15.0,64.0
,37,28,2025-01-30 00:00:00,,,,,,,395.0,100.0,64.0
,37,22,2024-07-26 00:00:00,,,,,,,396.0,143.0,52.0
,37,23,2024-06-02 00:00:00,,,,,,,397.0,299.0,84.0
,38,49,2023-03-07 00:00:00,,,,,,,398.0,37.0,160.0
,38,40,2024-06-01 00:00:00,,,,,,,399.0,149.0,172.0
,38,40,2023-08-22 00:00:00,,,,,,,400.0,195.0,45.0
,38,46,2023-12-10 00:00:00,,,,,,,401.0,272.0,23.0
,38,35,2024-10-20 00:00:00,,,,,,,402.0,98.0,104.0
,39,37,2023-06-08 00:00:00,,,,,,,403.0,33.0,139.0
,39,5,2024-12-30 00:00:00,,,,,,,404.0,223.0,121.0
,39,45,2024-07-29 00:00:00,,,,,,,405.0,93.0,37.0
,39,23,2025-01-20 00:00:00,,,,,,,406.0,73.0,136.0
,39,4,2024-01-22 00:00:00,,,,,,,407.0,92.0,109.0
,39,28,2024-02-14 00:00:00,,,,,,,408.0,89.0,124.0
,40,24,2024-08-19 00:00:00,,,,,,,409.0,199.0,71.0
,40,1,2025-01-06 00:00:00,,,,,,,410.0,19.0,35.0
,40,37,2024-01-11 00:00:00,,,,,,,411.0,50.0,24.0
,40,12,2024-01-24 00:00:00,,,,,,,412.0,294.0,87.0
,40,1,2024-11-13 00:00:00,,,,,,,413.0,100.0,89.0
,40,31,2023-10-18 00:00:00,,,,,,,414.0,72.0,152.0
,40,18,2024-10-28 00:00:00,,,,,,,415.0,273.0,60.0
,41,24,2024-02-12 00:00:00,,,,,,,416.0,284.0,88.0
,41,12,2023-05-19 00:00:00,,,,,,,417.0,248.0,93.0
,41,23,2023-02-04 00:00:00,,,,,,,418.0,263.0,167.0
,41,39,2023-10-13 00:00:00,,,,,,,419.0,177.0,26.0
,41,32,2023-09-28 00:00:00,,,,,,,420.0,163.0,79.0
,42,17,2023-11-11 00:00:00,,,,,,,421.0,227.0,75.0
,42,14,2023-05-29 00:00:00,,,,,,,422.0,182.0,133.0
,42,31,2023-06-15 00:00:00,,,,,,,423.0,121.0,82.0
,43,1,2024-05-12 00:00:00,,,,,,,424.0,252.0,160.0
,43,12,2023-08-21 00:00:00,,,,,,,425.0,95.0,56.0
,43,29,2023-06-27 00:00:00,,,,,,,426.0,281.0,132.0
,43,24,2023-09-10 00:00:00,,,,,,,427.0,111.0,159.0
,43,28,2023-11-11 00:00:00,,,,,,,428.0,86.0,117.0
,43,1,2024-05-02 00:00:00,,,,,,,429.0,271.0,104.0
,44,34,2024-06-20 00:00:00,,,,,,,430.0,72.0,68.0
,44,8,2023-02-19 00:00:00,,,,,,,431.0,57.0,20.0
,44,45,2024-09-29 00:00:00,,,,,,,432.0,177.0,136.0
,44,50,2024-01-01 00:00:00,,,,,,,433.0,180.0,74.0
,44,10,2024-09-11 00:00:00,,,,,,,434.0,173.0,54.0
,44,44,2024-03-07 00:00:00,,,,,,,435.0,200.0,22.0
,44,36,2024-10-09 00:00:00,,,,,,,436.0,225.0,97.0
,45,28,2023-11-04 00:00:00,,,,,,,437.0,233.0,141.0
,45,47,2023-04-19 00:00:00,,,,,,,438.0,80.0,174.0
,45,39,2023-09-15 00:00:00,,,,,,,439.0,210.0,20.0
,45,49,2024-12-12 00:00:00,,,,,,,440.0,232.0,36.0
,45,16,2023-05-28 00:00:00,,,,,,,441.0,262.0,6.0
,45,21,2024-03-05 00:00:00,,,,,,,442.0,204.0,154.0
,46,6,2024-05-15 00:00:00,,,,,,,443.0,170.0,69.0
,46,33,2023-04-17 00:00:00,,,,,,,444.0,213.0,9.0
,46,33,2023-05-20 00:00:00,,,,,,,445.0,56.0,10.0
,46,34,2024-01-05 00:00:00,,,,,,,446.0,156.0,173.0
,46,25,2023-04-23 00:00:00,,,,,,,447.0,210.0,43.0
,47,1,2023-10-30 00:00:00,,,,,,,448.0,18.0,147.0
,47,2,2024-11-03 00:00:00,,,,,,,449.0,255.0,77.0
,47,4,2025-03-03 00:00:00,,,,,,,450.0,222.0,175.0
,47,8,2023-03-15 00:00:00,,,,,,,451.0,171.0,50.0
,48,24,2023-11-05 00:00:00,,,,,,,452.0,275.0,162.0
,48,40,2025-03-11 00:00:00,,,,,,,453.0,64.0,136.0
,48,21,2024-04-12 00:00:00,,,,,,,454.0,80.0,57.0
,48,9,2025-02-07 00:00:00,,,,,,,455.0,110.0,33.0
,48,23,2024-05-17 00:00:00,,,,,,,456.0,38.0,120.0
,48,31,2023-05-05 00:00:00,,,,,,,457.0,284.0,174.0
,48,4,2023-05-02 00:00:00,,,,,,,458.0,272.0,52.0
,48,1,2024-10-09 00:00:00,,,,,,,459.0,229.0,179.0
,49,41,2023-12-30 00:00:00,,,,,,,460.0,107.0,57.0
,49,23,2023-12-07 00:00:00,,,,,,,461.0,96.0,123.0
,49,26,2024-06-20 00:00:00,,,,,,,462.0,282.0,124.0
,49,9,2024-01-07 00:00:00,,,,,,,463.0,204.0,92.0
,49,34,2023-01-05 00:00:00,,,,,,,464.0,271.0,28.0
,49,2,2023-06-02 00:00:00,,,,,,,465.0,160.0,167.0
,49,3,2023-07-26 00:00:00,,,,,,,466.0,15.0,141.0
,49,39,2024-01-02 00:00:00,,,,,,,467.0,266.0,167.0
,50,32,2023-03-08 00:00:00,,,,,,,468.0,115.0,106.0
,50,3,2023-10-02 00:00:00,,,,,,,469.0,31.0,74.0
,50,14,2023-12-22 00:00:00,,,,,,,470.0,49.0,101.0
,50,36,2024-11-12 00:00:00,,,,,,,471.0,212.0,11.0
,50,39,2023-06-16 00:00:00,,,,,,,472.0,70.0,23.0
,50,45,2024-08-17 00:00:00,,,,,,,473.0,290.0,141.0
,50,3,2024-12-26 00:00:00,,,,,,,474.0,258.0,26.0
,50,35,2025-02-28 00:00:00,,,,,,,475.0,10.0,115.0
,51,39,2025-02-10 00:00:00,,,,,,,476.0,188.0,20.0
,51,31,2023-11-26 00:00:00,,,,,,,477.0,173.0,37.0
,51,39,2023-06-04 00:00:00,,,,,,,478.0,80.0,133.0
,52,15,2024-11-08 00:00:00,,,,,,,479.0,210.0,173.0
,52,40,2024-12-08 00:00:00,,,,,,,480.0,210.0,50.0
,52,43,2024-10-12 00:00:00,,,,,,,481.0,227.0,103.0
,53,9,2023-08-10 00:00:00,,,,,,,482.0,275.0,155.0
,53,40,2023-02-04 00:00:00,,,,,,,483.0,274.0,12.0
,53,4,2023-03-24 00:00:00,,,,,,,484.0,181.0,163.0
,54,9,2024-12-16 00:00:00,,,,,,,485.0,290.0,70.0
,54,16,2024-06-11 00:00:00,,,,,,,486.0,128.0,59.0
,54,23,2024-05-24 00:00:00,,,,,,,487.0,241.0,137.0
,54,11,2024-08-13 00:00:00,,,,,,,488.0,135.0,175.0
,55,1,2024-11-05 00:00:00,,,,,,,489.0,79.0,116.0
,55,14,2023-05-19 00:00:00,,,,,,,490.0,31.0,77.0
,55,30,2024-02-23 00:00:00,,,,,,,491.0,43.0,26.0
,55,45,2024-08-16 00:00:00,,,,,,,492.0,161.0,58.0
,55,34,2024-01-16 00:00:00,,,,,,,493.0,91.0,58.0
,55,47,2023-12-28 00:00:00,,,,,,,494.0,56.0,38.0
,56,47,2025-01-09 00:00:00,,,,,,,495.0,201.0,126.0
,56,27,2023-04-29 00:00:00,,,,,,,496.0,113.0,6.0
,56,6,2024-10-18 00:00:00,,,,,,,497.0,244.0,68.0
,56,8,2023-01-23 00:00:00,,,,,,,498.0,65.0,145.0
,57,24,2023-02-20 00:00:00,,,,,,,499.0,63.0,166.0
,57,47,2024-10-27 00:00:00,,,,,,,500.0,31.0,136.0
,57,13,2024-03-04 00:00:00,,,,,,,501.0,42.0,103.0
,58,49,2023-11-03 00:00:00,,,,,,,502.0,235.0,6.0
,58,50,2025-02-25 00:00:00,,,,,,,503.0,81.0,133.0
,58,25,2023-04-26 00:00:00,,,,,,,504.0,14.0,68.0
,58,17,2023-08-23 00:00:00,,,,,,,505.0,108.0,146.0
,58,49,2023-09-21 00:00:00,,,,,,,506.0,24.0,42.0
,58,23,2023-06-24 00:00:00,,,,,,,507.0,236.0,114.0
,59,17,2024-02-08 00:00:00,,,,,,,508.0,273.0,20.0
,59,2,2024-05-11 00:00:00,,,,,,,509.0,225.0,58.0
,59,50,2023-02-09 00:00:00,,,,,,,510.0,63.0,90.0
,59,17,2024-07-02 00:00:00,,,,,,,511.0,161.0,156.0
,59,24,2023-01-30 00:00:00,,,,,,,512.0,279.0,117.0
,59,30,2024-03-13 00:00:00,,,,,,,513.0,69.0,103.0
,59,44,2025-02-24 00:00:00,,,,,,,514.0,197.0,105.0
,59,13,2023-06-27 00:00:00,,,,,,,515.0,166.0,67.0
,60,16,2024-04-09 00:00:00,,,,,,,516.0,107.0,163.0
,60,35,2023-08-20 00:00:00,,,,,,,517.0,280.0,96.0
,60,2,2024-07-14 00:00:00,,,,,,,518.0,295.0,125.0
,60,22,2023-05-26 00:00:00,,,,,,,519.0,209.0,123.0
,60,1,2023-11-02 00:00:00,,,,,,,520.0,95.0,167.0
,60,32,2024-05-18 00:00:00,,,,,,,521.0,196.0,79.0
,60,28,2024-01-17 00:00:00,,,,,,,522.0,257.0,154.0
,61,22,2023-05-20 00:00:00,,,,,,,523.0,244.0,101.0
,61,1,2024-02-18 00:00:00,,,,,,,524.0,199.0,98.0
,61,20,2023-08-19 00:00:00,,,,,,,525.0,74.0,167.0
,62,32,2023-05-01 00:00:00,,,,,,,526.0,137.0,49.0
,62,22,2023-12-01 00:00:00,,,,,,,527.0,137.0,53.0
,62,18,2023-05-27 00:00:00,,,,,,,528.0,187.0,49.0
,62,50,2024-05-23 00:00:00,,,,,,,529.0,192.0,12.0
,62,10,2024-12-01 00:00:00,,,,,,,530.0,216.0,12.0
,62,37,2023-04-02 00:00:00,,,,,,,531.0,229.0,129.0
,62,20,2024-02-01 00:00:00,,,,,,,532.0,273.0,71.0
,62,28,2024-04-06 00:00:00,,,,,,,533.0,227.0,178.0
,63,35,2023-06-19 00:00:00,,,,,,,534.0,16.0,150.0
,63,43,2023-12-27 00:00:00,,,,,,,535.0,100.0,124.0
,63,29,2025-02-28 00:00:00,,,,,,,536.0,185.0,153.0
,63,25,2025-03-07 00:00:00,,,,,,,537.0,265.0,14.0
,63,49,2023-09-29 00:00:00,,,,,,,538.0,141.0,143.0
,63,42,2023-06-07 00:00:00,,,,,,,539.0,230.0,25.0
,63,1,2024-04-07 00:00:00,,,,,,,540.0,22.0,35.0
,64,45,2024-06-23 00:00:00,,,,,,,541.0,263.0,180.0
,64,19,2024-07-24 00:00:00,,,,,,,542.0,90.0,116.0
,64,41,2024-06-21 00:00:00,,,,,,,543.0,278.0,82.0
,64,46,2023-12-14 00:00:00,,,,,,,544.0,243.0,14.0
,65,7,2023-03-13 00:00:00,,,,,,,545.0,261.0,121.0
,65,2,2023-04-28 00:00:00,,,,,,,546.0,124.0,106.0
,65,21,2024-07-12 00:00:00,,,,,,,547.0,41.0,118.0
,66,23,2023-09-04 00:00:00,,,,,,,548.0,185.0,42.0
,66,3,2023-06-28 00:00:00,,,,,,,549.0,40.0,146.0
,66,32,2024-05-28 00:00:00,,,,,,,550.0,92.0,31.0
,67,28,2024-08-26 00:00:00,,,,,,,551.0,126.0,180.0
,67,47,2023-09-23 00:00:00,,,,,,,552.0,133.0,34.0
,67,23,2025-03-07 00:00:00,,,,,,,553.0,272.0,39.0
,67,36,2023-05-03 00:00:00,,,,,,,554.0,70.0,160.0
,67,44,2023-03-31 00:00:00,,,,,,,555.0,219.0,169.0
,68,33,2025-03-03 00:00:00,,,,,,,556.0,30.0,107.0
,68,34,2023-07-25 00:00:00,,,,,,,557.0,125.0,48.0
,68,38,2023-03-20 00:00:00,,,,,,,558.0,145.0,97.0
,68,33,2023-02-16 00:00:00,,,,,,,559.0,70.0,9.0
,68,40,2024-12-02 00:00:00,,,,,,,560.0,135.0,149.0
,68,34,2024-09-20 00:00:00,,,,,,,561.0,201.0,42.0
,69,5,2023-08-24 00:00:00,,,,,,,562.0,150.0,64.0
,69,13,2023-02-17 00:00:00,,,,,,,563.0,183.0,166.0
,69,48,2023-06-14 00:00:00,,,,,,,564.0,18.0,157.0
,69,45,2023-03-22 00:00:00,,,,,,,565.0,147.0,49.0
,69,17,2023-04-03 00:00:00,,,,,,,566.0,269.0,115.0
,69,8,2024-05-07 00:00:00,,,,,,,567.0,197.0,113.0
,69,47,2025-01-05 00:00:00,,,,,,,568.0,285.0,65.0
,69,29,2025-03-09 00:00:00,,,,,,,569.0,119.0,178.0
,70,37,2023-05-31 00:00:00,,,,,,,570.0,234.0,159.0
,70,27,2025-01-28 00:00:00,,,,,,,571.0,238.0,58.0
,70,44,2025-02-28 00:00:00,,,,,,,572.0,267.0,26.0
,70,19,2023-01-16 00:00:00,,,,,,,573.0,74.0,21.0
,70,19,2025-01-03 00:00:00,,,,,,,574.0,134.0,39.0
,71,46,2023-04-02 00:00:00,,,,,,,575.0,36.0,141.0
,71,29,2023-07-15 00:00:00,,,,,,,576.0,84.0,33.0
,71,50,2024-12-14 00:00:00,,,,,,,577.0,97.0,100.0
,71,4,2023-09-07 00:00:00,,,,,,,578.0,122.0,151.0
,72,31,2024-09-23 00:00:00,,,,,,,579.0,21.0,44.0
,72,36,2025-01-21 00:00:00,,,,,,,580.0,121.0,17.0
,72,11,2024-10-12 00:00:00,,,,,,,581.0,263.0,94.0
,72,16,2024-11-14 00:00:00,,,,,,,582.0,56.0,31.0
,73,43,2024-10-30 00:00:00,,,,,,,583.0,19.0,131.0
,73,44,2025-01-01 00:00:00,,,,,,,584.0,56.0,180.0
,73,9,2023-08-12 00:00:00,,,,,,,585.0,285.0,47.0
,74,47,2024-01-04 00:00:00,,,,,,,586.0,155.0,37.0
,74,27,2024-05-17 00:00:00,,,,,,,587.0,158.0,43.0
,74,43,2023-10-16 00:00:00,,,,,,,588.0,137.0,116.0
,74,18,2023-01-08 00:00:00,,,,,,,589.0,274.0,28.0
,74,17,2023-03-26 00:00:00,,,,,,,590.0,230.0,99.0
,74,7,2025-02-02 00:00:00,,,,,,,591.0,148.0,66.0
,74,27,2024-08-22 00:00:00,,,,,,,592.0,118.0,48.0
,74,10,2023-07-11 00:00:00,,,,,,,593.0,107.0,144.0
,75,1,2025-02-26 00:00:00,,,,,,,594.0,37.0,33.0
,75,7,2024-03-03 00:00:00,,,,,,,595.0,149.0,11.0
,75,42,2023-04-21 00:00:00,,,,,,,596.0,152.0,100.0
,75,44,2023-07-30 00:00:00,,,,,,,597.0,293.0,84.0
,76,17,2024-08-29 00:00:00,,,,,,,598.0,92.0,40.0
,76,13,2023-02-09 00:00:00,,,,,,,599.0,68.0,111.0
,76,44,2024-09-11 00:00:00,,,,,,,600.0,278.0,45.0
,76,35,2023-06-06 00:00:00,,,,,,,601.0,285.0,123.0
,76,28,2024-01-07 00:00:00,,,,,,,602.0,217.0,26.0
,76,40,2023-05-05 00:00:00,,,,,,,603.0,256.0,59.0
,76,42,2024-03-28 00:00:00,,,,,,,604.0,249.0,60.0
,77,31,2023-05-06 00:00:00,,,,,,,605.0,130.0,89.0
,77,41,2024-01-04 00:00:00,,,,,,,606.0,29.0,80.0
,77,23,2024-09-16 00:00:00,,,,,,,607.0,167.0,28.0
,77,6,2023-06-08 00:00:00,,,,,,,608.0,177.0,136.0
,77,5,2023-12-12 00:00:00,,,,,,,609.0,243.0,78.0
,78,19,2023-05-06 00:00:00,,,,,,,610.0,87.0,143.0
,78,45,2023-06-08 00:00:00,,,,,,,611.0,138.0,102.0
,78,9,2025-01-20 00:00:00,,,,,,,612.0,19.0,8.0
,78,29,2024-08-01 00:00:00,,,,,,,613.0,26.0,158.0
,78,9,2024-08-23 00:00:00,,,,,,,614.0,108.0,121.0
,78,11,2024-03-20 00:00:00,,,,,,,615.0,213.0,176.0
,78,40,2023-01-15 00:00:00,,,,,,,616.0,206.0,7.0
,79,47,2024-03-18 00:00:00,,,,,,,617.0,214.0,147.0
,79,26,2023-06-16 00:00:00,,,,,,,618.0,187.0,44.0
,79,37,2025-01-26 00:00:00,,,,,,,619.0,245.0,169.0
,79,43,2024-03-31 00:00:00,,,,,,,620.0,215.0,116.0
,79,29,2023-04-06 00:00:00,,,,,,,621.0,162.0,101.0
,79,38,2024-08-24 00:00:00,,,,,,,622.0,98.0,125.0
,79,32,2023-12-19 00:00:00,,,,,,,623.0,226.0,9.0
,79,24,2023-07-10 00:00:00,,,,,,,624.0,107.0,116.0
,80,36,2024-09-18 00:00:00,,,,,,,625.0,155.0,165.0
,80,19,2024-10-12 00:00:00,,,,,,,626.0,221.0,84.0
,80,3,2024-05-27 00:00:00,,,,,,,627.0,183.0,170.0
,81,29,2025-02-05 00:00:00,,,,,,,628.0,45.0,154.0
,81,32,2025-02-19 00:00:00,,,,,,,629.0,271.0,116.0
,81,12,2024-11-13 00:00:00,,,,,,,630.0,203.0,34.0
,81,32,2023-12-15 00:00:00,,,,,,,631.0,28.0,131.0
,81,48,2023-07-01 00:00:00,,,,,,,632.0,256.0,128.0
,81,28,2024-05-01 00:00:00,,,,,,,633.0,93.0,135.0
,81,33,2024-08-22 00:00:00,,,,,,,634.0,46.0,152.0
,81,39,2023-08-29 00:00:00,,,,,,,635.0,97.0,165.0
,82,20,2024-11-23 00:00:00,,,,,,,636.0,89.0,44.0
,82,14,2023-09-20 00:00:00,,,,,,,637.0,147.0,6.0
,82,46,2024-11-05 00:00:00,,,,,,,638.0,177.0,168.0
,82,30,2024-05-23 00:00:00,,,,,,,639.0,117.0,38.0
,82,40,2023-02-14 00:00:00,,,,,,,640.0,208.0,135.0
,82,2,2023-05-23 00:00:00,,,,,,,641.0,121.0,83.0
,82,43,2024-05-12 00:00:00,,,,,,,642.0,256.0,35.0
